id,E1,E2,E3,E4,E5,E6,E7,E8
E1,0,0,0.746031746032,0.619047619048,0.619047619048,0.888888888889,0.690476190476,0.706349206349
E2,0,0,0.746031746032,0.619047619048,0.619047619048,0.888888888889,0.690476190476,0.706349206349
E3,0.746031746032,0.746031746032,0,0.833333333333,0.761904761905,0.607142857143,0.833333333333,0.714285714286
E4,0.619047619048,0.619047619048,0.833333333333,0,0.1,0.916666666667,0.675,0.828571428571
E5,0.619047619048,0.619047619048,0.761904761905,0.1,0,0.916666666667,0.675,0.757142857143
E6,0.888888888889,0.888888888889,0.607142857143,0.916666666667,0.916666666667,0,0.916666666667,0.761904761905
E7,0.690476190476,0.690476190476,0.833333333333,0.675,0.675,0.916666666667,0,0.757142857143
E8,0.706349206349,0.706349206349,0.714285714286,0.828571428571,0.757142857143,0.761904761905,0.757142857143,0
